"high","low","m1","m2","nview","ncol","start_angle","dshift","R","D","mA","FOV","xmin","ymin","kV"
"exam46_high_120.raw","exam46_low_120.raw","exam46_m1_120.raw","exam46_m2_120.raw",1968,888,-28.21307896,1.125,538.52,946.746,715,180,-153.4,-180,140
"exam46_high_121.raw","exam46_low_121.raw","exam46_m1_121.raw","exam46_m2_121.raw",1968,888,-28.21307896,1.125,538.52,946.746,715,180,-153.4,-180,140
"exam46_high_122.raw","exam46_low_122.raw","exam46_m1_122.raw","exam46_m2_122.raw",1968,888,-28.21307896,1.125,538.52,946.746,715,180,-153.4,-180,140
"exam46_high_123.raw","exam46_low_123.raw","exam46_m1_123.raw","exam46_m2_123.raw",1968,888,-28.21307896,1.125,538.52,946.746,715,180,-153.4,-180,140
"exam46_high_124.raw","exam46_low_124.raw","exam46_m1_124.raw","exam46_m2_124.raw",1968,888,-28.21307896,1.125,538.52,946.746,715,180,-153.4,-180,140
"exam48_high_1.raw","exam48_low_1.raw","exam48_m1_1.raw","exam48_m2_1.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_2.raw","exam48_low_2.raw","exam48_m1_2.raw","exam48_m2_2.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_3.raw","exam48_low_3.raw","exam48_m1_3.raw","exam48_m2_3.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_4.raw","exam48_low_4.raw","exam48_m1_4.raw","exam48_m2_4.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_5.raw","exam48_low_5.raw","exam48_m1_5.raw","exam48_m2_5.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_6.raw","exam48_low_6.raw","exam48_m1_6.raw","exam48_m2_6.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_7.raw","exam48_low_7.raw","exam48_m1_7.raw","exam48_m2_7.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_8.raw","exam48_low_8.raw","exam48_m1_8.raw","exam48_m2_8.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_9.raw","exam48_low_9.raw","exam48_m1_9.raw","exam48_m2_9.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_10.raw","exam48_low_10.raw","exam48_m1_10.raw","exam48_m2_10.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_11.raw","exam48_low_11.raw","exam48_m1_11.raw","exam48_m2_11.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_12.raw","exam48_low_12.raw","exam48_m1_12.raw","exam48_m2_12.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_13.raw","exam48_low_13.raw","exam48_m1_13.raw","exam48_m2_13.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_14.raw","exam48_low_14.raw","exam48_m1_14.raw","exam48_m2_14.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_15.raw","exam48_low_15.raw","exam48_m1_15.raw","exam48_m2_15.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_16.raw","exam48_low_16.raw","exam48_m1_16.raw","exam48_m2_16.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_17.raw","exam48_low_17.raw","exam48_m1_17.raw","exam48_m2_17.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_18.raw","exam48_low_18.raw","exam48_m1_18.raw","exam48_m2_18.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_19.raw","exam48_low_19.raw","exam48_m1_19.raw","exam48_m2_19.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_20.raw","exam48_low_20.raw","exam48_m1_20.raw","exam48_m2_20.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_21.raw","exam48_low_21.raw","exam48_m1_21.raw","exam48_m2_21.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_22.raw","exam48_low_22.raw","exam48_m1_22.raw","exam48_m2_22.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_23.raw","exam48_low_23.raw","exam48_m1_23.raw","exam48_m2_23.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_24.raw","exam48_low_24.raw","exam48_m1_24.raw","exam48_m2_24.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_25.raw","exam48_low_25.raw","exam48_m1_25.raw","exam48_m2_25.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_26.raw","exam48_low_26.raw","exam48_m1_26.raw","exam48_m2_26.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_27.raw","exam48_low_27.raw","exam48_m1_27.raw","exam48_m2_27.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_28.raw","exam48_low_28.raw","exam48_m1_28.raw","exam48_m2_28.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_29.raw","exam48_low_29.raw","exam48_m1_29.raw","exam48_m2_29.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_30.raw","exam48_low_30.raw","exam48_m1_30.raw","exam48_m2_30.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_31.raw","exam48_low_31.raw","exam48_m1_31.raw","exam48_m2_31.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_32.raw","exam48_low_32.raw","exam48_m1_32.raw","exam48_m2_32.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_33.raw","exam48_low_33.raw","exam48_m1_33.raw","exam48_m2_33.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_34.raw","exam48_low_34.raw","exam48_m1_34.raw","exam48_m2_34.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_35.raw","exam48_low_35.raw","exam48_m1_35.raw","exam48_m2_35.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_36.raw","exam48_low_36.raw","exam48_m1_36.raw","exam48_m2_36.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_37.raw","exam48_low_37.raw","exam48_m1_37.raw","exam48_m2_37.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_38.raw","exam48_low_38.raw","exam48_m1_38.raw","exam48_m2_38.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_39.raw","exam48_low_39.raw","exam48_m1_39.raw","exam48_m2_39.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_40.raw","exam48_low_40.raw","exam48_m1_40.raw","exam48_m2_40.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_41.raw","exam48_low_41.raw","exam48_m1_41.raw","exam48_m2_41.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_42.raw","exam48_low_42.raw","exam48_m1_42.raw","exam48_m2_42.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_43.raw","exam48_low_43.raw","exam48_m1_43.raw","exam48_m2_43.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_44.raw","exam48_low_44.raw","exam48_m1_44.raw","exam48_m2_44.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_45.raw","exam48_low_45.raw","exam48_m1_45.raw","exam48_m2_45.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_46.raw","exam48_low_46.raw","exam48_m1_46.raw","exam48_m2_46.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_47.raw","exam48_low_47.raw","exam48_m1_47.raw","exam48_m2_47.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_48.raw","exam48_low_48.raw","exam48_m1_48.raw","exam48_m2_48.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_49.raw","exam48_low_49.raw","exam48_m1_49.raw","exam48_m2_49.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_50.raw","exam48_low_50.raw","exam48_m1_50.raw","exam48_m2_50.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_51.raw","exam48_low_51.raw","exam48_m1_51.raw","exam48_m2_51.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_52.raw","exam48_low_52.raw","exam48_m1_52.raw","exam48_m2_52.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_53.raw","exam48_low_53.raw","exam48_m1_53.raw","exam48_m2_53.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_54.raw","exam48_low_54.raw","exam48_m1_54.raw","exam48_m2_54.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_55.raw","exam48_low_55.raw","exam48_m1_55.raw","exam48_m2_55.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_56.raw","exam48_low_56.raw","exam48_m1_56.raw","exam48_m2_56.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_57.raw","exam48_low_57.raw","exam48_m1_57.raw","exam48_m2_57.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_58.raw","exam48_low_58.raw","exam48_m1_58.raw","exam48_m2_58.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_59.raw","exam48_low_59.raw","exam48_m1_59.raw","exam48_m2_59.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_60.raw","exam48_low_60.raw","exam48_m1_60.raw","exam48_m2_60.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_61.raw","exam48_low_61.raw","exam48_m1_61.raw","exam48_m2_61.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_62.raw","exam48_low_62.raw","exam48_m1_62.raw","exam48_m2_62.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_63.raw","exam48_low_63.raw","exam48_m1_63.raw","exam48_m2_63.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_64.raw","exam48_low_64.raw","exam48_m1_64.raw","exam48_m2_64.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_65.raw","exam48_low_65.raw","exam48_m1_65.raw","exam48_m2_65.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_66.raw","exam48_low_66.raw","exam48_m1_66.raw","exam48_m2_66.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_67.raw","exam48_low_67.raw","exam48_m1_67.raw","exam48_m2_67.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_68.raw","exam48_low_68.raw","exam48_m1_68.raw","exam48_m2_68.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_69.raw","exam48_low_69.raw","exam48_m1_69.raw","exam48_m2_69.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_70.raw","exam48_low_70.raw","exam48_m1_70.raw","exam48_m2_70.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_71.raw","exam48_low_71.raw","exam48_m1_71.raw","exam48_m2_71.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_72.raw","exam48_low_72.raw","exam48_m1_72.raw","exam48_m2_72.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_73.raw","exam48_low_73.raw","exam48_m1_73.raw","exam48_m2_73.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_74.raw","exam48_low_74.raw","exam48_m1_74.raw","exam48_m2_74.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_75.raw","exam48_low_75.raw","exam48_m1_75.raw","exam48_m2_75.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_76.raw","exam48_low_76.raw","exam48_m1_76.raw","exam48_m2_76.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_77.raw","exam48_low_77.raw","exam48_m1_77.raw","exam48_m2_77.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_78.raw","exam48_low_78.raw","exam48_m1_78.raw","exam48_m2_78.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_79.raw","exam48_low_79.raw","exam48_m1_79.raw","exam48_m2_79.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_80.raw","exam48_low_80.raw","exam48_m1_80.raw","exam48_m2_80.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_81.raw","exam48_low_81.raw","exam48_m1_81.raw","exam48_m2_81.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_82.raw","exam48_low_82.raw","exam48_m1_82.raw","exam48_m2_82.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_83.raw","exam48_low_83.raw","exam48_m1_83.raw","exam48_m2_83.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_84.raw","exam48_low_84.raw","exam48_m1_84.raw","exam48_m2_84.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_85.raw","exam48_low_85.raw","exam48_m1_85.raw","exam48_m2_85.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_86.raw","exam48_low_86.raw","exam48_m1_86.raw","exam48_m2_86.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_87.raw","exam48_low_87.raw","exam48_m1_87.raw","exam48_m2_87.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_88.raw","exam48_low_88.raw","exam48_m1_88.raw","exam48_m2_88.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_89.raw","exam48_low_89.raw","exam48_m1_89.raw","exam48_m2_89.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_90.raw","exam48_low_90.raw","exam48_m1_90.raw","exam48_m2_90.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_91.raw","exam48_low_91.raw","exam48_m1_91.raw","exam48_m2_91.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_92.raw","exam48_low_92.raw","exam48_m1_92.raw","exam48_m2_92.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_93.raw","exam48_low_93.raw","exam48_m1_93.raw","exam48_m2_93.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_94.raw","exam48_low_94.raw","exam48_m1_94.raw","exam48_m2_94.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_95.raw","exam48_low_95.raw","exam48_m1_95.raw","exam48_m2_95.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_96.raw","exam48_low_96.raw","exam48_m1_96.raw","exam48_m2_96.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_97.raw","exam48_low_97.raw","exam48_m1_97.raw","exam48_m2_97.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_98.raw","exam48_low_98.raw","exam48_m1_98.raw","exam48_m2_98.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_99.raw","exam48_low_99.raw","exam48_m1_99.raw","exam48_m2_99.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_100.raw","exam48_low_100.raw","exam48_m1_100.raw","exam48_m2_100.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_101.raw","exam48_low_101.raw","exam48_m1_101.raw","exam48_m2_101.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_102.raw","exam48_low_102.raw","exam48_m1_102.raw","exam48_m2_102.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_103.raw","exam48_low_103.raw","exam48_m1_103.raw","exam48_m2_103.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_104.raw","exam48_low_104.raw","exam48_m1_104.raw","exam48_m2_104.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_105.raw","exam48_low_105.raw","exam48_m1_105.raw","exam48_m2_105.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_106.raw","exam48_low_106.raw","exam48_m1_106.raw","exam48_m2_106.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_107.raw","exam48_low_107.raw","exam48_m1_107.raw","exam48_m2_107.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_108.raw","exam48_low_108.raw","exam48_m1_108.raw","exam48_m2_108.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_109.raw","exam48_low_109.raw","exam48_m1_109.raw","exam48_m2_109.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_110.raw","exam48_low_110.raw","exam48_m1_110.raw","exam48_m2_110.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_111.raw","exam48_low_111.raw","exam48_m1_111.raw","exam48_m2_111.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_112.raw","exam48_low_112.raw","exam48_m1_112.raw","exam48_m2_112.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_113.raw","exam48_low_113.raw","exam48_m1_113.raw","exam48_m2_113.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_114.raw","exam48_low_114.raw","exam48_m1_114.raw","exam48_m2_114.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_115.raw","exam48_low_115.raw","exam48_m1_115.raw","exam48_m2_115.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_116.raw","exam48_low_116.raw","exam48_m1_116.raw","exam48_m2_116.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_117.raw","exam48_low_117.raw","exam48_m1_117.raw","exam48_m2_117.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_118.raw","exam48_low_118.raw","exam48_m1_118.raw","exam48_m2_118.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_119.raw","exam48_low_119.raw","exam48_m1_119.raw","exam48_m2_119.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_120.raw","exam48_low_120.raw","exam48_m1_120.raw","exam48_m2_120.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_121.raw","exam48_low_121.raw","exam48_m1_121.raw","exam48_m2_121.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_122.raw","exam48_low_122.raw","exam48_m1_122.raw","exam48_m2_122.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_123.raw","exam48_low_123.raw","exam48_m1_123.raw","exam48_m2_123.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_124.raw","exam48_low_124.raw","exam48_m1_124.raw","exam48_m2_124.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_125.raw","exam48_low_125.raw","exam48_m1_125.raw","exam48_m2_125.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_126.raw","exam48_low_126.raw","exam48_m1_126.raw","exam48_m2_126.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_127.raw","exam48_low_127.raw","exam48_m1_127.raw","exam48_m2_127.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_128.raw","exam48_low_128.raw","exam48_m1_128.raw","exam48_m2_128.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_129.raw","exam48_low_129.raw","exam48_m1_129.raw","exam48_m2_129.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_130.raw","exam48_low_130.raw","exam48_m1_130.raw","exam48_m2_130.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_131.raw","exam48_low_131.raw","exam48_m1_131.raw","exam48_m2_131.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_132.raw","exam48_low_132.raw","exam48_m1_132.raw","exam48_m2_132.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_133.raw","exam48_low_133.raw","exam48_m1_133.raw","exam48_m2_133.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_134.raw","exam48_low_134.raw","exam48_m1_134.raw","exam48_m2_134.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam48_high_135.raw","exam48_low_135.raw","exam48_m1_135.raw","exam48_m2_135.raw",1968,888,-339.9896675,1.125,538.52,946.746,715,100,-101.1,-35.8,140
"exam49_high_1.raw","exam49_low_1.raw","exam49_m1_1.raw","exam49_m2_1.raw",1968,888,-177.0625867,1.125,538.52,946.746,715,209,-209,-193.7,140
"exam49_high_2.raw","exam49_low_2.raw","exam49_m1_2.raw","exam49_m2_2.raw",1968,888,-177.0625867,1.125,538.52,946.746,715,209,-209,-193.7,140
"exam49_high_3.raw","exam49_low_3.raw","exam49_m1_3.raw","exam49_m2_3.raw",1968,888,-177.0625867,1.125,538.52,946.746,715,209,-209,-193.7,140
"exam49_high_4.raw","exam49_low_4.raw","exam49_m1_4.raw","exam49_m2_4.raw",1968,888,-177.0625867,1.125,538.52,946.746,715,209,-209,-193.7,140
"exam49_high_5.raw","exam49_low_5.raw","exam49_m1_5.raw","exam49_m2_5.raw",1968,888,-177.0625867,1.125,538.52,946.746,715,209,-209,-193.7,140
"exam49_high_6.raw","exam49_low_6.raw","exam49_m1_6.raw","exam49_m2_6.raw",1968,888,-177.0625867,1.125,538.52,946.746,715,209,-209,-193.7,140
"exam49_high_7.raw","exam49_low_7.raw","exam49_m1_7.raw","exam49_m2_7.raw",1968,888,-177.0625867,1.125,538.52,946.746,715,209,-209,-193.7,140
"exam49_high_8.raw","exam49_low_8.raw","exam49_m1_8.raw","exam49_m2_8.raw",1968,888,-177.0625867,1.125,538.52,946.746,715,209,-209,-193.7,140
"exam49_high_9.raw","exam49_low_9.raw","exam49_m1_9.raw","exam49_m2_9.raw",1968,888,-177.0625867,1.125,538.52,946.746,715,209,-209,-193.7,140
"exam49_high_10.raw","exam49_low_10.raw","exam49_m1_10.raw","exam49_m2_10.raw",1968,888,-177.0625867,1.125,538.52,946.746,715,209,-209,-193.7,140
"exam49_high_11.raw","exam49_low_11.raw","exam49_m1_11.raw","exam49_m2_11.raw",1968,888,-177.0625867,1.125,538.52,946.746,715,209,-209,-193.7,140
"exam49_high_12.raw","exam49_low_12.raw","exam49_m1_12.raw","exam49_m2_12.raw",1968,888,-177.0625867,1.125,538.52,946.746,715,209,-209,-193.7,140
"exam49_high_13.raw","exam49_low_13.raw","exam49_m1_13.raw","exam49_m2_13.raw",1968,888,-177.0625867,1.125,538.52,946.746,715,209,-209,-193.7,140
"exam49_high_14.raw","exam49_low_14.raw","exam49_m1_14.raw","exam49_m2_14.raw",1968,888,-177.0625867,1.125,538.52,946.746,715,209,-209,-193.7,140
"exam49_high_15.raw","exam49_low_15.raw","exam49_m1_15.raw","exam49_m2_15.raw",1968,888,-177.0625867,1.125,538.52,946.746,715,209,-209,-193.7,140
"exam49_high_16.raw","exam49_low_16.raw","exam49_m1_16.raw","exam49_m2_16.raw",1968,888,-177.0625867,1.125,538.52,946.746,715,209,-209,-193.7,140
"exam49_high_17.raw","exam49_low_17.raw","exam49_m1_17.raw","exam49_m2_17.raw",1968,888,-177.0625867,1.125,538.52,946.746,715,209,-209,-193.7,140
"exam49_high_18.raw","exam49_low_18.raw","exam49_m1_18.raw","exam49_m2_18.raw",1968,888,-177.0625867,1.125,538.52,946.746,715,209,-209,-193.7,140
"exam49_high_19.raw","exam49_low_19.raw","exam49_m1_19.raw","exam49_m2_19.raw",1968,888,-177.0625867,1.125,538.52,946.746,715,209,-209,-193.7,140
"exam49_high_20.raw","exam49_low_20.raw","exam49_m1_20.raw","exam49_m2_20.raw",1968,888,-177.0625867,1.125,538.52,946.746,715,209,-209,-193.7,140
